price_jod,city,district,neighborhood,property_type,area,bedrooms,bathrooms,floor,building_age,furnished,latitude,longitude,condition_score
68383.49,Amman,Marj Al Hamam,New Marj,apartment,87.1,3,1,0,0,yes,31.903927,35.828472,0.679
198568.34,Amman,Shmeisani,Business District,house,208.2,1,3,2,13,no,31.964074,35.893784,0.533
116149.18,Amman,Khalda,Medical City Side,apartment,193.7,2,1,0,18,yes,31.992721,35.849448,0.448
188489.82,Amman,Marj Al Hamam,Old Marj,house,222.2,3,1,2,4,yes,31.889863,35.814819,0.699
69646.52,Amman,Tla Al Ali,Tla Al Ali Main,apartment,94.0,3,1,1,10,yes,32.007553,35.869262,0.582
200149.41,Amman,Dabouq,Royal Area,house,152.1,1,2,2,2,yes,31.986209,35.829168,0.677
186609.99,Amman,Deir Ghbar,Embassy Side,house,162.4,2,2,6,9,yes,31.920421,35.862635,0.282
85215.71,Amman,Sweifieh,Shopping District,apartment,82.2,3,3,7,11,no,31.942068,35.872798,0.711
191411.41,Amman,Dabouq,Western Dabouq,house,113.0,3,4,8,10,yes,31.978302,35.825235,0.8
118880.0,Amman,Khalda,Khalda Main,apartment,127.0,5,3,4,22,yes,31.993773,35.834538,1.0
137719.33,Amman,Jubeiha,Jubeiha Center,apartment,256.0,3,3,1,20,no,32.005458,35.86814,0.494
168022.63,Amman,Shmeisani,Business District,house,181.8,3,3,2,4,no,31.984115,35.894376,0.515
190013.49,Amman,Dabouq,Dabouq Villas,apartment,131.6,3,4,5,3,yes,31.977782,35.841224,1.0
64615.01,Amman,Abdoun,North Abdoun,apartment,60.0,2,1,8,11,no,31.952868,35.889125,0.454
198331.78,Amman,Sweifieh,Residential Sweifieh,house,209.4,3,1,5,15,no,31.972243,35.855035,0.638
198152.36,Amman,Sweifieh,Shopping District,apartment,173.8,2,3,0,6,no,31.954161,35.852508,0.96
67358.73,Amman,Jubeiha,University Area,apartment,107.7,2,3,5,18,yes,32.017972,35.866337,0.486
234004.91,Amman,Tla Al Ali,Tla Al Ali Main,house,209.1,2,2,3,2,yes,32.009722,35.850596,0.794
166504.03,Amman,Dabouq,Dabouq Villas,house,120.2,4,1,2,12,no,31.983341,35.821871,0.63
165873.79,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,178.6,4,3,2,0,yes,32.016927,35.874198,0.519
51988.51,Amman,Marj Al Hamam,Old Marj,house,60.0,3,2,2,13,yes,31.901332,35.83132,0.778
140310.66,Amman,Khalda,Medical City Side,apartment,139.6,5,3,3,12,no,31.978318,35.838523,0.695
155247.8,Amman,Jubeiha,Jubeiha Center,apartment,212.7,3,1,4,3,no,32.007961,35.873398,0.401
149722.3,Amman,Khalda,University Street,apartment,176.7,4,3,3,14,yes,31.995778,35.832886,0.185
161866.58,Amman,Khalda,University Street,house,148.4,3,1,5,13,yes,31.989309,35.834785,0.72
86099.83,Amman,Tla Al Ali,Tla Al Ali Main,house,123.7,3,1,1,22,yes,32.006968,35.878397,0.699
126510.6,Amman,Shmeisani,Park Side,apartment,118.3,3,3,5,3,yes,31.966977,35.901281,0.8
173581.17,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,149.5,3,3,1,9,yes,31.936817,35.867709,0.711
145174.71,Amman,Deir Ghbar,Embassy Side,apartment,136.2,3,2,3,8,no,31.922379,35.866171,0.623
160711.29,Amman,Marj Al Hamam,New Marj,house,200.1,3,1,2,8,no,31.879908,35.828488,0.754
98838.67,Amman,Tla Al Ali,Market Side,apartment,125.2,3,2,1,6,yes,32.010585,35.859355,0.492
202977.21,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,234.6,4,1,1,11,yes,31.995367,35.87261,0.678
192064.24,Amman,Abdoun,North Abdoun,apartment,176.7,4,3,4,20,no,31.943809,35.892232,0.818
131758.53,Amman,Marj Al Hamam,Airport Road Side,house,177.7,3,1,2,11,yes,31.896603,35.833841,0.541
162923.74,Amman,Tla Al Ali,Market Side,apartment,165.1,4,3,3,2,no,32.008111,35.873486,0.741
42163.6,Amman,Marj Al Hamam,Airport Road Side,apartment,73.3,1,3,1,12,yes,31.893232,35.827525,0.641
210139.66,Amman,Abdoun,North Abdoun,apartment,154.3,2,2,2,7,no,31.948791,35.894966,0.786
159336.07,Amman,Jubeiha,Northern Jubeiha,apartment,193.5,4,2,5,10,no,32.018099,35.867081,0.797
222021.2,Amman,Dabouq,Royal Area,house,159.1,3,2,3,16,yes,31.980474,35.836698,0.78
136919.77,Amman,Shmeisani,Park Side,house,148.3,2,3,1,4,yes,31.973799,35.88145,0.297
231129.19,Amman,Al Rabieh,Garden Side,house,181.5,4,2,2,3,yes,31.984164,35.867588,0.521
94628.2,Amman,Khalda,University Street,apartment,89.1,4,3,4,18,no,31.992491,35.826936,0.471
75146.01,Amman,Marj Al Hamam,Old Marj,apartment,148.3,4,1,5,22,yes,31.887324,35.827228,0.609
160066.7,Amman,Jubeiha,Jubeiha Center,house,153.3,4,2,2,13,yes,32.002181,35.870222,0.729
107430.36,Amman,Shmeisani,Park Side,apartment,94.9,3,4,5,5,yes,31.969785,35.887563,0.657
146031.07,Amman,Jubeiha,University Area,house,142.4,3,2,0,9,yes,32.014375,35.867279,0.929
222564.45,Amman,Dabouq,Western Dabouq,house,147.9,5,2,4,4,no,31.979926,35.832104,0.711
155336.29,Amman,Al Rabieh,Garden Side,house,126.3,3,3,2,11,yes,31.98299,35.869697,0.613
282417.36,Amman,Khalda,Khalda Main,apartment,276.4,3,3,4,7,yes,31.992962,35.847585,0.853
82318.36,Amman,Jubeiha,Northern Jubeiha,apartment,111.8,3,1,4,1,yes,32.003778,35.889369,0.563
139850.78,Amman,Marj Al Hamam,Old Marj,apartment,155.4,4,3,5,7,yes,31.900794,35.829686,0.863
123371.86,Amman,Jubeiha,Jubeiha Center,house,141.3,2,3,6,3,no,32.012796,35.869371,0.592
286444.39,Amman,Abdoun,South Abdoun,house,197.6,2,1,6,6,yes,31.946304,35.88549,0.393
153491.36,Amman,Marj Al Hamam,Old Marj,apartment,196.6,4,3,5,4,no,31.887471,35.826727,0.584
233087.97,Amman,Deir Ghbar,Embassy Side,house,161.1,4,1,4,0,no,31.938182,35.859998,0.637
92433.48,Amman,Jubeiha,Jubeiha Center,apartment,111.8,1,3,7,2,yes,32.014104,35.86025,0.84
225092.66,Amman,Dabouq,Dabouq Villas,house,155.7,3,1,0,3,yes,31.977955,35.828991,0.655
188554.3,Amman,Shmeisani,Business District,apartment,201.8,3,2,5,2,yes,31.968392,35.884141,0.58
80609.22,Amman,Shmeisani,Residential Shmeisani,apartment,61.6,5,1,6,9,yes,31.966378,35.894256,0.722
209194.86,Amman,Khalda,University Street,apartment,184.9,4,2,1,0,yes,32.002577,35.851512,0.714
113041.1,Amman,Tla Al Ali,Market Side,house,120.5,1,3,0,7,yes,32.005314,35.864751,0.58
45649.28,Amman,Tla Al Ali,Market Side,apartment,60.0,3,1,4,5,no,32.000101,35.860509,0.232
146114.54,Amman,Sweifieh,Shopping District,apartment,163.8,3,3,2,14,yes,31.947995,35.868411,0.743
256540.54,Amman,Deir Ghbar,Embassy Side,house,196.3,1,3,7,8,no,31.937273,35.859194,0.574
153010.51,Amman,Jubeiha,Northern Jubeiha,house,163.6,3,2,0,5,no,32.010387,35.864993,0.557
135027.11,Amman,Deir Ghbar,Lower Deir Ghbar,house,108.6,3,3,4,9,no,31.936161,35.863366,0.577
108849.91,Amman,Al Rabieh,Rabieh Main,house,84.7,3,1,1,9,yes,31.994763,35.867338,0.685
204462.75,Amman,Shmeisani,Residential Shmeisani,house,168.8,4,3,0,0,yes,31.966101,35.885938,0.676
147450.02,Amman,Shmeisani,Residential Shmeisani,apartment,162.2,5,2,4,8,yes,31.974944,35.885137,0.388
129892.14,Amman,Shmeisani,Park Side,apartment,139.6,4,1,3,3,no,31.944354,35.907445,0.528
114235.82,Amman,Khalda,Khalda Main,apartment,120.5,2,2,4,0,no,32.007394,35.832262,0.595
266672.34,Amman,Khalda,Khalda Main,apartment,254.1,4,2,4,6,yes,31.992205,35.826486,0.854
107548.51,Amman,Abdoun,South Abdoun,apartment,111.5,3,2,5,14,no,31.949679,35.880388,0.667
141793.6,Amman,Shmeisani,Business District,apartment,160.1,4,2,1,12,no,31.9816,35.901429,0.605
232748.11,Amman,Deir Ghbar,Lower Deir Ghbar,house,189.1,2,3,3,13,yes,31.936169,35.880406,0.709
231212.53,Amman,Khalda,Medical City Side,house,197.1,3,3,5,12,no,31.98881,35.836789,0.92
196896.63,Amman,Khalda,Khalda Main,apartment,194.6,3,3,1,1,no,31.99446,35.844,0.675
126003.39,Amman,Tla Al Ali,Market Side,apartment,139.7,3,2,2,8,no,32.011797,35.865858,0.547
112937.5,Amman,Jubeiha,Northern Jubeiha,apartment,162.2,2,5,4,16,yes,32.018161,35.87335,0.727
189530.37,Amman,Deir Ghbar,Lower Deir Ghbar,house,171.5,2,2,1,12,no,31.936368,35.863511,0.68
167182.35,Amman,Shmeisani,Residential Shmeisani,house,143.3,4,3,0,0,yes,31.977116,35.901304,0.489
174154.1,Amman,Dabouq,Dabouq Villas,apartment,168.8,5,3,6,16,no,31.97667,35.832743,0.456
262488.13,Amman,Deir Ghbar,Upper Deir Ghbar,house,196.2,3,1,0,0,yes,31.934683,35.863483,0.652
200355.91,Amman,Tla Al Ali,Market Side,house,185.3,4,1,0,9,yes,32.017698,35.868444,0.943
197404.62,Amman,Dabouq,Royal Area,apartment,194.9,3,2,0,10,no,31.978675,35.816404,0.507
67671.99,Amman,Sweifieh,Shopping District,house,60.0,4,3,2,13,yes,31.957507,35.863663,0.444
210218.69,Amman,Abdoun,Embassy Area,house,134.9,3,2,6,1,yes,31.936289,35.898372,0.508
121835.47,Amman,Dabouq,Western Dabouq,apartment,135.3,3,3,3,28,no,31.974743,35.828571,0.702
99005.88,Amman,Jubeiha,Jubeiha Center,house,87.4,3,3,1,3,yes,32.003815,35.855125,0.893
74252.67,Amman,Khalda,University Street,house,85.7,3,2,2,17,no,32.000426,35.850779,0.496
181091.29,Amman,Jubeiha,Jubeiha Center,house,188.2,3,3,0,0,yes,32.007578,35.865983,0.55
142067.78,Amman,Jubeiha,Northern Jubeiha,house,187.4,3,1,2,4,no,32.002509,35.870086,0.452
302187.58,Amman,Dabouq,Royal Area,house,198.5,2,2,7,2,yes,31.969489,35.823061,0.577
144634.09,Amman,Tla Al Ali,Tla Al Ali Main,house,162.7,3,1,3,17,no,32.010478,35.856594,0.827
115154.45,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,185.0,1,1,5,15,no,32.011365,35.865167,0.341
127071.94,Amman,Al Rabieh,Rabieh Main,apartment,126.4,4,3,2,9,yes,31.993861,35.870258,0.503
106268.97,Amman,Shmeisani,Business District,house,122.8,3,3,0,22,no,31.973065,35.89212,0.676
151244.62,Amman,Al Rabieh,Rabieh Main,apartment,148.3,4,2,4,6,no,31.976673,35.879616,0.655
142882.25,Amman,Tla Al Ali,Tla Al Ali Main,house,140.4,3,2,4,7,no,32.000071,35.865686,0.871
186702.61,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,173.9,3,2,5,4,no,31.927617,35.862289,0.726
124732.44,Amman,Khalda,Medical City Side,house,125.2,3,4,3,21,no,31.99229,35.850975,0.66
101148.54,Amman,Marj Al Hamam,Airport Road Side,house,126.1,3,2,0,16,yes,31.907266,35.831155,0.817
210059.3,Amman,Shmeisani,Business District,house,192.6,4,4,2,8,no,31.973562,35.881962,0.491
212793.27,Amman,Abdoun,South Abdoun,apartment,181.5,4,2,6,15,yes,31.945576,35.881642,0.511
91634.72,Amman,Shmeisani,Park Side,apartment,110.0,4,3,0,8,no,31.975988,35.904065,0.623
107669.01,Amman,Shmeisani,Residential Shmeisani,apartment,140.7,3,1,1,12,no,31.958988,35.912919,0.57
160252.22,Amman,Sweifieh,Residential Sweifieh,apartment,160.0,2,2,2,0,yes,31.962564,35.871708,0.427
155489.44,Amman,Marj Al Hamam,Airport Road Side,house,204.6,3,2,5,21,yes,31.886935,35.827731,0.854
107171.44,Amman,Marj Al Hamam,Airport Road Side,house,143.3,3,3,5,21,no,31.884852,35.830708,0.561
115319.57,Amman,Marj Al Hamam,Airport Road Side,house,133.5,4,3,3,9,yes,31.878428,35.820417,0.454
226531.41,Amman,Al Rabieh,Rabieh Main,house,204.4,3,2,0,14,yes,31.989744,35.875343,0.865
162901.16,Amman,Al Rabieh,Garden Side,apartment,139.2,5,3,0,9,yes,31.976965,35.854936,0.685
89254.18,Amman,Marj Al Hamam,New Marj,house,119.6,2,2,2,9,yes,31.892859,35.815898,0.461
74697.83,Amman,Abdoun,South Abdoun,house,60.0,3,3,0,14,no,31.926545,35.88674,0.828
110357.37,Amman,Jubeiha,Jubeiha Center,house,149.7,3,1,7,11,yes,32.024058,35.857031,0.467
89044.33,Amman,Deir Ghbar,Embassy Side,apartment,60.0,5,2,4,11,yes,31.933547,35.863396,0.723
129440.71,Amman,Khalda,Medical City Side,apartment,127.6,3,2,3,0,yes,32.00258,35.838051,0.378
87700.83,Amman,Jubeiha,Jubeiha Center,house,105.9,2,1,2,4,no,32.015057,35.882543,0.853
77537.25,Amman,Jubeiha,University Area,house,60.0,4,1,3,4,yes,32.023877,35.864407,1.0
254752.37,Amman,Abdoun,South Abdoun,house,166.0,4,2,0,4,yes,31.958341,35.890795,0.619
163795.35,Amman,Marj Al Hamam,New Marj,house,184.2,3,3,9,6,no,31.889182,35.827414,0.764
181773.46,Amman,Dabouq,Royal Area,apartment,146.3,5,2,4,0,yes,31.985994,35.828807,0.698
163889.22,Amman,Sweifieh,Residential Sweifieh,apartment,153.3,3,3,8,6,yes,31.948832,35.859487,0.466
109741.52,Amman,Marj Al Hamam,New Marj,apartment,130.4,4,3,3,3,yes,31.877392,35.829851,0.533
207508.32,Amman,Abdoun,South Abdoun,house,163.5,4,3,2,9,no,31.945614,35.888153,0.367
170829.11,Amman,Jubeiha,Northern Jubeiha,house,193.7,2,2,3,14,yes,32.018658,35.854858,0.782
224914.77,Amman,Deir Ghbar,Embassy Side,apartment,223.7,3,2,0,0,no,31.929219,35.859016,0.487
116716.43,Amman,Shmeisani,Business District,apartment,122.0,3,2,4,14,yes,31.97768,35.894502,1.0
173235.17,Amman,Khalda,University Street,apartment,168.2,3,2,4,0,yes,31.998891,35.838187,0.576
126968.08,Amman,Khalda,Khalda Main,apartment,148.8,2,3,0,11,yes,31.98836,35.840712,0.694
203414.89,Amman,Tla Al Ali,Tla Al Ali Main,apartment,217.6,2,2,0,0,yes,32.009599,35.865482,0.906
125816.77,Amman,Marj Al Hamam,New Marj,apartment,195.8,2,3,0,4,no,31.900447,35.832382,0.756
149030.5,Amman,Dabouq,Western Dabouq,apartment,134.9,3,1,6,0,yes,31.974433,35.812592,0.48
186035.7,Amman,Dabouq,Dabouq Villas,apartment,183.1,3,4,6,12,no,31.978462,35.813914,0.676
140761.93,Amman,Shmeisani,Business District,apartment,159.5,4,2,0,16,yes,31.976366,35.899727,0.887
192519.23,Amman,Al Rabieh,Rabieh Main,apartment,203.4,3,3,3,8,yes,31.981725,35.878007,0.465
166402.85,Amman,Jubeiha,University Area,apartment,195.2,4,2,6,7,yes,32.016839,35.869489,0.892
177855.0,Amman,Shmeisani,Business District,house,151.0,3,1,2,3,no,31.978944,35.884212,0.725
152861.42,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,149.2,2,3,1,8,yes,31.927283,35.866568,0.547
76951.59,Amman,Al Rabieh,Northern Rabieh,apartment,90.4,4,1,0,17,yes,31.966085,35.87546,0.405
96732.97,Amman,Sweifieh,7th Circle Side,apartment,145.2,3,2,1,19,no,31.960114,35.862595,0.354
122517.45,Amman,Abdoun,Embassy Area,apartment,108.9,4,1,1,15,yes,31.93712,35.900029,0.626
121323.6,Amman,Marj Al Hamam,Old Marj,apartment,136.9,3,3,7,0,no,31.899601,35.82724,0.769
285897.2,Amman,Dabouq,Western Dabouq,house,197.0,2,4,0,1,yes,31.991475,35.830342,0.573
144004.7,Amman,Tla Al Ali,Market Side,apartment,219.4,3,1,1,19,yes,32.019315,35.869666,0.633
180313.87,Amman,Dabouq,Western Dabouq,apartment,157.3,2,2,12,16,no,31.973638,35.843487,0.775
371678.66,Amman,Dabouq,Western Dabouq,house,239.7,5,1,0,2,yes,31.980264,35.828532,0.45
200968.5,Amman,Shmeisani,Residential Shmeisani,apartment,240.7,3,4,6,6,yes,31.968274,35.888288,0.258
116841.37,Amman,Marj Al Hamam,Old Marj,house,159.0,3,3,0,12,yes,31.8958,35.834902,0.541
109533.7,Amman,Marj Al Hamam,New Marj,house,142.3,3,2,5,4,no,31.889431,35.835844,0.52
192294.93,Amman,Deir Ghbar,Lower Deir Ghbar,house,175.7,5,2,5,21,no,31.932882,35.865995,0.805
153366.72,Amman,Sweifieh,7th Circle Side,house,119.9,2,4,0,3,yes,31.960919,35.859098,0.432
139363.65,Amman,Jubeiha,Northern Jubeiha,apartment,185.2,2,1,6,8,yes,32.012752,35.862826,0.834
99648.19,Amman,Marj Al Hamam,Old Marj,house,111.4,2,2,4,0,yes,31.890294,35.823661,0.617
146816.83,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,130.2,4,3,5,6,yes,31.933574,35.860448,0.447
79558.81,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,102.1,3,2,4,14,no,31.996985,35.867307,0.818
109804.31,Amman,Khalda,Khalda Main,house,100.1,3,3,2,20,yes,31.992241,35.84832,0.719
137388.8,Amman,Jubeiha,University Area,house,113.0,5,2,3,3,yes,32.017421,35.874005,0.832
200528.16,Amman,Sweifieh,Residential Sweifieh,house,192.5,4,2,0,13,no,31.958064,35.854969,0.337
125757.05,Amman,Al Rabieh,Garden Side,house,137.3,4,2,5,23,no,31.984344,35.890341,0.428
94657.03,Amman,Marj Al Hamam,Airport Road Side,house,157.8,4,2,0,17,no,31.891482,35.836652,0.259
133085.65,Amman,Shmeisani,Business District,house,123.8,4,1,0,11,yes,31.961094,35.897259,0.587
198754.58,Amman,Dabouq,Western Dabouq,house,138.8,3,3,5,7,no,31.981956,35.838655,0.738
149318.97,Amman,Sweifieh,Shopping District,apartment,113.9,3,3,7,6,yes,31.954704,35.858873,0.765
259516.5,Amman,Abdoun,Embassy Area,house,189.4,2,2,6,10,yes,31.943967,35.892724,0.413
272823.74,Amman,Abdoun,Embassy Area,house,155.8,5,3,2,3,yes,31.952048,35.884379,0.445
163313.73,Amman,Jubeiha,Northern Jubeiha,house,221.0,4,1,1,18,yes,32.021655,35.872922,0.519
131254.16,Amman,Al Rabieh,Northern Rabieh,apartment,123.4,3,2,5,3,yes,31.982614,35.875739,0.573
107075.83,Amman,Deir Ghbar,Upper Deir Ghbar,house,95.8,4,1,6,8,no,31.929637,35.864154,0.341
192209.75,Amman,Shmeisani,Park Side,house,155.9,4,2,0,7,no,31.981595,35.878661,0.875
132284.36,Amman,Shmeisani,Business District,apartment,166.3,4,2,0,13,no,31.960082,35.883571,0.451
170810.27,Amman,Tla Al Ali,Market Side,house,161.3,4,3,1,9,yes,32.004328,35.857729,0.528
148038.15,Amman,Jubeiha,Jubeiha Center,house,203.4,2,3,3,11,no,32.001149,35.870609,0.314
192664.59,Amman,Abdoun,Embassy Area,apartment,124.8,5,3,0,9,yes,31.941002,35.891498,1.0
166474.53,Amman,Shmeisani,Residential Shmeisani,house,186.8,4,2,5,25,yes,31.975294,35.888667,0.632
152331.0,Amman,Khalda,University Street,house,147.0,4,3,2,20,no,32.000928,35.836588,0.895
193011.39,Amman,Dabouq,Western Dabouq,house,118.4,4,1,4,1,no,31.978121,35.841835,0.768
212989.98,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,219.6,4,2,0,2,yes,31.925414,35.861982,0.244
132952.84,Amman,Shmeisani,Park Side,house,146.9,3,2,0,9,no,31.967904,35.902199,0.458
227967.5,Amman,Jubeiha,University Area,house,234.7,4,2,0,9,no,32.010369,35.875957,0.828
162523.99,Amman,Abdoun,South Abdoun,apartment,120.2,2,3,3,4,yes,31.949206,35.876846,0.557
78381.25,Amman,Jubeiha,Jubeiha Center,house,133.5,1,2,1,21,yes,32.006116,35.873156,0.515
140310.15,Amman,Dabouq,Western Dabouq,house,119.9,4,1,0,21,no,31.976151,35.832476,0.724
161216.87,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,198.8,2,3,1,8,no,32.005753,35.869649,0.649
96661.92,Amman,Sweifieh,7th Circle Side,apartment,87.1,2,2,7,3,yes,31.953246,35.854222,0.583
204617.78,Amman,Shmeisani,Residential Shmeisani,apartment,218.0,3,1,9,10,yes,31.979685,35.889517,0.516
94336.36,Amman,Dabouq,Dabouq Villas,apartment,115.8,4,2,6,22,no,31.98693,35.822638,0.416
148757.41,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,118.8,4,2,2,10,no,31.937678,35.869159,0.726
146581.29,Amman,Tla Al Ali,Tla Al Ali Main,house,154.0,2,3,0,4,no,32.004931,35.856043,0.8
112502.46,Amman,Marj Al Hamam,Old Marj,house,157.2,4,3,3,23,yes,31.89343,35.810228,0.601
220795.44,Amman,Al Rabieh,Northern Rabieh,house,193.3,5,1,4,16,no,31.966317,35.872831,0.622
100880.2,Amman,Dabouq,Royal Area,apartment,112.4,3,1,0,16,no,31.989184,35.838501,0.619
160414.89,Amman,Sweifieh,7th Circle Side,house,151.3,4,3,3,17,no,31.95002,35.857646,0.567
82599.01,Amman,Jubeiha,Jubeiha Center,house,100.9,2,3,1,8,yes,32.024444,35.878432,0.555
166578.4,Amman,Tla Al Ali,Residential Tla Al Ali,house,131.0,4,3,2,1,yes,32.002183,35.866439,0.497
186107.31,Amman,Dabouq,Western Dabouq,house,124.1,2,2,5,0,yes,31.976796,35.82736,0.882
233061.8,Amman,Abdoun,North Abdoun,house,186.8,3,2,0,7,no,31.948996,35.883113,0.532
305916.49,Amman,Al Rabieh,Northern Rabieh,apartment,277.8,2,2,0,0,yes,31.983521,35.87993,0.638
126696.21,Amman,Jubeiha,Northern Jubeiha,apartment,148.3,2,4,5,0,no,32.014808,35.86718,0.627
225761.61,Amman,Deir Ghbar,Upper Deir Ghbar,house,192.4,3,2,6,16,no,31.921596,35.863908,0.633
67154.83,Amman,Jubeiha,Northern Jubeiha,house,60.0,3,2,2,3,yes,32.023544,35.866475,0.593
135152.51,Amman,Shmeisani,Business District,house,118.7,4,2,3,9,no,31.951827,35.882861,0.735
52595.27,Amman,Tla Al Ali,Residential Tla Al Ali,house,63.0,2,2,0,4,no,32.012865,35.857791,0.669
105976.74,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,122.1,1,2,5,16,no,31.924238,35.861651,0.463
235627.34,Amman,Deir Ghbar,Upper Deir Ghbar,house,162.0,3,3,1,7,yes,31.931622,35.852629,0.914
76541.2,Amman,Marj Al Hamam,Airport Road Side,house,112.8,3,1,3,4,no,31.896546,35.829239,0.238
199664.01,Amman,Abdoun,South Abdoun,house,124.7,2,3,6,9,yes,31.947449,35.876995,0.696
178259.11,Amman,Khalda,Medical City Side,apartment,195.9,4,2,4,15,yes,32.00192,35.840647,0.912
187503.64,Amman,Shmeisani,Residential Shmeisani,house,162.0,3,3,6,8,no,31.957485,35.895735,0.998
102266.25,Amman,Dabouq,Western Dabouq,house,69.2,3,1,2,9,yes,31.967447,35.838859,0.821
242813.64,Amman,Shmeisani,Park Side,house,201.3,3,1,0,0,yes,31.980138,35.888845,0.706
122975.09,Amman,Al Rabieh,Rabieh Main,house,86.4,3,3,0,8,yes,31.961764,35.880448,0.749
238431.87,Amman,Dabouq,Dabouq Villas,apartment,187.3,3,1,4,8,yes,31.985613,35.837834,0.626
137314.01,Amman,Sweifieh,Residential Sweifieh,house,161.9,2,2,4,16,no,31.95706,35.869367,0.356
268043.64,Amman,Deir Ghbar,Embassy Side,house,196.9,3,3,0,3,no,31.922274,35.859612,0.624
336703.6,Amman,Abdoun,South Abdoun,apartment,235.3,3,3,5,2,yes,31.966678,35.887246,0.59
192816.39,Amman,Khalda,University Street,house,198.4,2,2,3,11,yes,31.987182,35.836868,0.484
267207.98,Amman,Deir Ghbar,Embassy Side,apartment,208.3,5,3,5,2,yes,31.934469,35.857073,0.546
128564.57,Amman,Marj Al Hamam,New Marj,apartment,187.4,4,3,0,16,yes,31.887813,35.831925,0.495
124335.49,Amman,Jubeiha,Jubeiha Center,apartment,177.0,3,2,3,1,no,32.013248,35.870159,0.396
136525.95,Amman,Jubeiha,Northern Jubeiha,house,185.4,3,3,2,22,yes,32.030185,35.872064,0.635
88953.53,Amman,Khalda,Medical City Side,apartment,114.5,2,1,0,12,yes,31.996308,35.849174,0.525
261103.26,Amman,Deir Ghbar,Lower Deir Ghbar,house,248.6,2,2,1,16,yes,31.922898,35.860749,0.217
194133.99,Amman,Dabouq,Western Dabouq,apartment,165.2,2,1,7,5,yes,31.988342,35.839578,0.45
63538.34,Amman,Jubeiha,Jubeiha Center,apartment,112.2,1,2,3,12,no,32.001664,35.875618,0.886
213586.83,Amman,Sweifieh,Shopping District,apartment,193.5,3,1,1,0,yes,31.951591,35.863604,0.627
285435.51,Amman,Sweifieh,Residential Sweifieh,house,231.0,3,3,6,5,no,31.958401,35.848142,0.352
260988.95,Amman,Shmeisani,Park Side,house,220.5,5,2,4,6,yes,31.961291,35.874998,0.779
92480.38,Amman,Jubeiha,Northern Jubeiha,house,89.5,4,4,0,18,yes,32.002812,35.866868,0.791
153692.1,Amman,Tla Al Ali,Market Side,apartment,188.7,2,2,1,12,no,32.002053,35.863007,0.581
181591.84,Amman,Khalda,Medical City Side,house,136.2,2,3,2,0,no,31.992533,35.837555,1.0
152938.04,Amman,Jubeiha,Northern Jubeiha,apartment,232.9,1,2,8,10,no,32.009471,35.871048,0.398
166463.67,Amman,Al Rabieh,Northern Rabieh,apartment,139.7,4,1,0,6,yes,31.982782,35.873129,0.879
171364.21,Amman,Sweifieh,Residential Sweifieh,house,204.9,2,3,0,23,no,31.950823,35.861948,0.476
129408.89,Amman,Jubeiha,Jubeiha Center,apartment,169.7,3,1,7,15,yes,32.010102,35.872516,0.865
164550.17,Amman,Tla Al Ali,Market Side,house,205.8,4,2,0,21,yes,32.001541,35.867346,0.72
155909.47,Amman,Shmeisani,Residential Shmeisani,apartment,202.5,2,2,3,16,yes,31.974245,35.892603,0.639
163265.09,Amman,Sweifieh,7th Circle Side,house,158.8,3,1,1,11,yes,31.955909,35.855837,0.575
80167.7,Amman,Jubeiha,Jubeiha Center,apartment,132.8,3,2,3,8,no,32.004013,35.887782,0.435
196157.57,Amman,Dabouq,Royal Area,house,131.7,4,3,4,6,no,31.978429,35.830315,0.663
198235.93,Amman,Tla Al Ali,Tla Al Ali Main,house,202.5,3,2,5,16,no,31.993506,35.870836,0.905
108282.66,Amman,Khalda,University Street,apartment,115.1,3,3,0,12,no,31.987503,35.839204,0.777
81333.6,Amman,Tla Al Ali,Residential Tla Al Ali,house,119.2,2,2,5,14,no,32.010365,35.858648,0.465
180348.57,Amman,Abdoun,Embassy Area,apartment,138.5,4,3,2,6,yes,31.950461,35.880321,0.55
85680.05,Amman,Marj Al Hamam,Old Marj,apartment,145.3,2,1,4,9,yes,31.88802,35.839238,0.564
205910.01,Amman,Sweifieh,7th Circle Side,house,166.3,3,2,4,0,no,31.965335,35.870431,0.619
222117.36,Amman,Dabouq,Dabouq Villas,apartment,156.9,5,3,1,5,yes,31.970923,35.840114,0.792
216268.07,Amman,Deir Ghbar,Lower Deir Ghbar,house,178.3,3,2,6,7,yes,31.932439,35.862851,0.546
76240.06,Amman,Marj Al Hamam,Old Marj,apartment,129.6,2,3,0,0,no,31.884107,35.837731,0.266
170665.55,Amman,Khalda,Khalda Main,house,177.6,4,2,2,16,no,32.004794,35.844546,0.646
